2|choose_object|3|["choice"]|-|["Full Game Seat 1"]
4|mulligan|0|["keep"]|-|["Keep opening hand"]
6|mulligan|4|["keep"]|-|["Keep opening hand"]
8|mulligan|3|["keep"]|-|["Keep opening hand"]
10|mulligan|2|["keep"]|-|["Keep opening hand"]
12|mulligan|1|["keep"]|-|["Keep opening hand"]
14|priority|0|["pass_priority"]|-|["Pass priority"]
16|priority|4|["pass_priority"]|-|["Pass priority"]
18|priority|3|["pass_priority"]|-|["Pass priority"]
20|priority|2|["pass_priority"]|-|["Pass priority"]
22|priority|1|["pass_priority"]|-|["Pass priority"]
24|priority|0|["pass_priority"]|-|["Pass priority"]
26|priority|4|["pass_priority"]|-|["Pass priority"]
28|priority|3|["pass_priority"]|-|["Pass priority"]
30|priority|2|["pass_priority"]|-|["Pass priority"]
32|priority|1|["pass_priority"]|-|["Pass priority"]
34|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
36|priority|0|["activated_ability"]|-|["Isamaru, Hound of Konda — Cast Isamaru, Hound of Konda"]
38|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
40|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
42|priority|0|["pass_priority"]|-|["Pass priority"]
44|priority|4|["pass_priority"]|-|["Pass priority"]
46|priority|3|["pass_priority"]|-|["Pass priority"]
48|priority|2|["pass_priority"]|-|["Pass priority"]
50|priority|1|["pass_priority"]|-|["Pass priority"]
52|priority|0|["pass_priority"]|-|["Pass priority"]
54|priority|4|["pass_priority"]|-|["Pass priority"]
56|priority|3|["pass_priority"]|-|["Pass priority"]
58|priority|2|["pass_priority"]|-|["Pass priority"]
60|priority|1|["pass_priority"]|-|["Pass priority"]
62|priority|0|["pass_priority"]|-|["Pass priority"]
64|priority|4|["pass_priority"]|-|["Pass priority"]
66|priority|3|["pass_priority"]|-|["Pass priority"]
68|priority|2|["pass_priority"]|-|["Pass priority"]
70|priority|1|["pass_priority"]|-|["Pass priority"]
72|priority|0|["pass_priority"]|-|["Pass priority"]
74|priority|4|["pass_priority"]|-|["Pass priority"]
76|priority|3|["pass_priority"]|-|["Pass priority"]
78|priority|2|["pass_priority"]|-|["Pass priority"]
80|priority|1|["pass_priority"]|-|["Pass priority"]
82|priority|0|["pass_priority"]|-|["Pass priority"]
84|priority|4|["pass_priority"]|-|["Pass priority"]
86|priority|3|["pass_priority"]|-|["Pass priority"]
88|priority|2|["pass_priority"]|-|["Pass priority"]
90|priority|1|["pass_priority"]|-|["Pass priority"]
92|priority|0|["pass_priority"]|-|["Pass priority"]
94|priority|4|["pass_priority"]|-|["Pass priority"]
96|priority|3|["pass_priority"]|-|["Pass priority"]
98|priority|2|["pass_priority"]|-|["Pass priority"]
