2|choose_object|2|["choice"]|-|["Full Game Seat 1"]
4|mulligan|0|["mulligan"]|-|["Take mulligan"]
6|mulligan|3|["keep"]|-|["Keep opening hand"]
8|mulligan|2|["keep"]|-|["Keep opening hand"]
10|mulligan|1|["keep"]|-|["Keep opening hand"]
12|mulligan|0|["mulligan"]|-|["Take mulligan"]
14|target|0|["target"]|-|["Doomed Traveler"]
16|mulligan|0|["keep"]|-|["Keep opening hand"]
18|priority|0|["pass_priority"]|-|["Pass priority"]
20|priority|3|["pass_priority"]|-|["Pass priority"]
22|priority|2|["pass_priority"]|-|["Pass priority"]
24|priority|1|["pass_priority"]|-|["Pass priority"]
26|priority|0|["pass_priority"]|-|["Pass priority"]
28|priority|3|["pass_priority"]|-|["Pass priority"]
30|priority|2|["pass_priority"]|-|["Pass priority"]
32|priority|1|["pass_priority"]|-|["Pass priority"]
34|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
36|priority|0|["activated_ability"]|-|["Isamaru, Hound of Konda — Cast Isamaru, Hound of Konda"]
38|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
40|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
42|priority|0|["pass_priority"]|-|["Pass priority"]
44|priority|3|["pass_priority"]|-|["Pass priority"]
46|priority|2|["pass_priority"]|-|["Pass priority"]
48|priority|1|["pass_priority"]|-|["Pass priority"]
50|priority|0|["pass_priority"]|-|["Pass priority"]
52|priority|3|["pass_priority"]|-|["Pass priority"]
54|priority|2|["pass_priority"]|-|["Pass priority"]
56|priority|1|["pass_priority"]|-|["Pass priority"]
58|priority|0|["pass_priority"]|-|["Pass priority"]
60|priority|3|["pass_priority"]|-|["Pass priority"]
62|priority|2|["pass_priority"]|-|["Pass priority"]
64|priority|1|["pass_priority"]|-|["Pass priority"]
66|priority|0|["pass_priority"]|-|["Pass priority"]
68|priority|3|["pass_priority"]|-|["Pass priority"]
70|priority|2|["pass_priority"]|-|["Pass priority"]
72|priority|1|["pass_priority"]|-|["Pass priority"]
74|priority|0|["pass_priority"]|-|["Pass priority"]
76|priority|3|["pass_priority"]|-|["Pass priority"]
78|priority|2|["pass_priority"]|-|["Pass priority"]
80|priority|1|["pass_priority"]|-|["Pass priority"]
