2|choose_object|0|["choice"]|-|["Full Game Seat 1"]
4|mulligan|0|["keep"]|-|["Keep opening hand"]
6|mulligan|2|["keep"]|-|["Keep opening hand"]
8|mulligan|1|["keep"]|-|["Keep opening hand"]
10|priority|0|["pass_priority"]|-|["Pass priority"]
12|priority|2|["pass_priority"]|-|["Pass priority"]
14|priority|1|["pass_priority"]|-|["Pass priority"]
16|priority|0|["pass_priority"]|-|["Pass priority"]
18|priority|2|["pass_priority"]|-|["Pass priority"]
20|priority|1|["pass_priority"]|-|["Pass priority"]
22|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
24|priority|0|["activated_ability"]|-|["Elite Vanguard — Cast Elite Vanguard"]
26|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
28|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
30|priority|0|["pass_priority"]|-|["Pass priority"]
32|priority|2|["pass_priority"]|-|["Pass priority"]
34|priority|1|["pass_priority"]|-|["Pass priority"]
36|priority|0|["pass_priority"]|-|["Pass priority"]
38|priority|2|["pass_priority"]|-|["Pass priority"]
40|priority|1|["pass_priority"]|-|["Pass priority"]
42|priority|0|["pass_priority"]|-|["Pass priority"]
44|priority|2|["pass_priority"]|-|["Pass priority"]
46|priority|1|["pass_priority"]|-|["Pass priority"]
48|priority|0|["pass_priority"]|-|["Pass priority"]
50|priority|2|["pass_priority"]|-|["Pass priority"]
52|priority|1|["pass_priority"]|-|["Pass priority"]
54|priority|0|["pass_priority"]|-|["Pass priority"]
56|priority|2|["pass_priority"]|-|["Pass priority"]
58|priority|1|["pass_priority"]|-|["Pass priority"]
60|priority|0|["pass_priority"]|-|["Pass priority"]
62|priority|2|["pass_priority"]|-|["Pass priority"]
64|priority|1|["pass_priority"]|-|["Pass priority"]
66|priority|0|["pass_priority"]|-|["Pass priority"]
68|priority|2|["pass_priority"]|-|["Pass priority"]
70|priority|1|["pass_priority"]|-|["Pass priority"]
72|priority|2|["pass_priority"]|-|["Pass priority"]
74|priority|1|["pass_priority"]|-|["Pass priority"]
76|priority|0|["pass_priority"]|-|["Pass priority"]
78|priority|2|["pass_priority"]|-|["Pass priority"]
80|priority|1|["pass_priority"]|-|["Pass priority"]
82|priority|0|["pass_priority"]|-|["Pass priority"]
84|priority|2|["activated_ability"]|-|["Plains — Play Plains"]
86|priority|2|["activated_ability"]|-|["Champion of the Parish — Cast Champion of the Parish"]
88|mana_payment|2|["mana_ability"]|-|["Plains — {T}: Add {W}."]
90|mana_payment|2|["mana_pool"]|-|["Spend white mana from pool"]
92|priority|2|["pass_priority"]|-|["Pass priority"]
94|priority|1|["pass_priority"]|-|["Pass priority"]
96|priority|0|["pass_priority"]|-|["Pass priority"]
98|priority|2|["pass_priority"]|-|["Pass priority"]
100|priority|1|["pass_priority"]|-|["Pass priority"]
102|priority|0|["pass_priority"]|-|["Pass priority"]
104|priority|2|["pass_priority"]|-|["Pass priority"]
106|priority|1|["pass_priority"]|-|["Pass priority"]
108|priority|0|["pass_priority"]|-|["Pass priority"]
110|priority|2|["pass_priority"]|-|["Pass priority"]
112|priority|1|["pass_priority"]|-|["Pass priority"]
114|priority|0|["pass_priority"]|-|["Pass priority"]
116|priority|2|["pass_priority"]|-|["Pass priority"]
118|priority|1|["pass_priority"]|-|["Pass priority"]
120|priority|0|["pass_priority"]|-|["Pass priority"]
122|priority|2|["pass_priority"]|-|["Pass priority"]
124|priority|1|["pass_priority"]|-|["Pass priority"]
126|priority|0|["pass_priority"]|-|["Pass priority"]
128|priority|2|["pass_priority"]|-|["Pass priority"]
130|priority|1|["pass_priority"]|-|["Pass priority"]
132|priority|0|["pass_priority"]|-|["Pass priority"]
134|priority|1|["pass_priority"]|-|["Pass priority"]
136|priority|0|["pass_priority"]|-|["Pass priority"]
138|priority|2|["pass_priority"]|-|["Pass priority"]
140|priority|1|["pass_priority"]|-|["Pass priority"]
142|priority|0|["pass_priority"]|-|["Pass priority"]
144|priority|2|["pass_priority"]|-|["Pass priority"]
146|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
148|priority|1|["activated_ability"]|-|["Isamaru, Hound of Konda — Cast Isamaru, Hound of Konda"]
150|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
152|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
154|priority|1|["pass_priority"]|-|["Pass priority"]
