2|choose_object|0|["choice"]|-|["Full Game Seat 1"]
4|mulligan|0|["mulligan"]|-|["Take mulligan"]
6|mulligan|1|["mulligan"]|-|["Take mulligan"]
8|mulligan|0|["keep"]|-|["Keep opening hand"]
10|mulligan|1|["keep"]|-|["Keep opening hand"]
12|priority|0|["pass_priority"]|-|["Pass priority"]
14|priority|1|["pass_priority"]|-|["Pass priority"]
16|priority|0|["pass_priority"]|-|["Pass priority"]
18|priority|1|["pass_priority"]|-|["Pass priority"]
20|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
22|priority|0|["activated_ability"]|-|["Doomed Traveler — Cast Doomed Traveler"]
24|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
26|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
28|priority|0|["pass_priority"]|-|["Pass priority"]
30|priority|1|["pass_priority"]|-|["Pass priority"]
32|priority|0|["pass_priority"]|-|["Pass priority"]
34|priority|1|["pass_priority"]|-|["Pass priority"]
36|priority|0|["pass_priority"]|-|["Pass priority"]
38|priority|1|["pass_priority"]|-|["Pass priority"]
40|priority|0|["pass_priority"]|-|["Pass priority"]
42|priority|1|["pass_priority"]|-|["Pass priority"]
44|priority|0|["pass_priority"]|-|["Pass priority"]
46|priority|1|["pass_priority"]|-|["Pass priority"]
48|priority|0|["pass_priority"]|-|["Pass priority"]
50|priority|1|["pass_priority"]|-|["Pass priority"]
52|priority|0|["pass_priority"]|-|["Pass priority"]
54|priority|1|["pass_priority"]|-|["Pass priority"]
56|priority|1|["pass_priority"]|-|["Pass priority"]
58|priority|0|["pass_priority"]|-|["Pass priority"]
60|priority|1|["pass_priority"]|-|["Pass priority"]
62|priority|0|["pass_priority"]|-|["Pass priority"]
64|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
66|priority|1|["activated_ability"]|-|["Isamaru, Hound of Konda — Cast Isamaru, Hound of Konda"]
68|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
70|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
72|priority|1|["pass_priority"]|-|["Pass priority"]
74|priority|0|["pass_priority"]|-|["Pass priority"]
76|priority|1|["pass_priority"]|-|["Pass priority"]
78|priority|0|["pass_priority"]|-|["Pass priority"]
80|priority|1|["pass_priority"]|-|["Pass priority"]
82|priority|0|["pass_priority"]|-|["Pass priority"]
84|priority|1|["pass_priority"]|-|["Pass priority"]
86|priority|0|["pass_priority"]|-|["Pass priority"]
88|priority|1|["pass_priority"]|-|["Pass priority"]
90|priority|0|["pass_priority"]|-|["Pass priority"]
92|priority|1|["pass_priority"]|-|["Pass priority"]
94|priority|0|["pass_priority"]|-|["Pass priority"]
96|priority|1|["pass_priority"]|-|["Pass priority"]
98|priority|0|["pass_priority"]|-|["Pass priority"]
100|priority|0|["pass_priority"]|-|["Pass priority"]
102|priority|1|["pass_priority"]|-|["Pass priority"]
104|priority|0|["pass_priority"]|-|["Pass priority"]
106|priority|1|["pass_priority"]|-|["Pass priority"]
108|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
110|priority|0|["activated_ability"]|-|["Isamaru, Hound of Konda — Cast Isamaru, Hound of Konda"]
112|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
114|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
116|priority|0|["pass_priority"]|-|["Pass priority"]
118|priority|1|["pass_priority"]|-|["Pass priority"]
120|priority|0|["pass_priority"]|-|["Pass priority"]
122|priority|1|["pass_priority"]|-|["Pass priority"]
124|priority|0|["pass_priority"]|-|["Pass priority"]
126|priority|1|["pass_priority"]|-|["Pass priority"]
128|declare_attacker|0|["declare_attacker"]|-|["Doomed Traveler attacks Full Game Seat 2"]
130|priority|0|["pass_priority"]|-|["Pass priority"]
132|priority|1|["pass_priority"]|-|["Pass priority"]
134|declare_blocker|1|["declare_blocker"]|-|["Isamaru, Hound of Konda blocks Doomed Traveler"]
136|priority|0|["pass_priority"]|-|["Pass priority"]
138|priority|1|["pass_priority"]|-|["Pass priority"]
140|priority|0|["pass_priority"]|-|["Pass priority"]
142|priority|1|["pass_priority"]|-|["Pass priority"]
144|priority|0|["pass_priority"]|-|["Pass priority"]
146|priority|1|["pass_priority"]|-|["Pass priority"]
148|priority|0|["pass_priority"]|-|["Pass priority"]
150|priority|1|["pass_priority"]|-|["Pass priority"]
152|priority|0|["pass_priority"]|-|["Pass priority"]
154|priority|1|["pass_priority"]|-|["Pass priority"]
156|priority|0|["pass_priority"]|-|["Pass priority"]
158|priority|1|["pass_priority"]|-|["Pass priority"]
160|priority|1|["pass_priority"]|-|["Pass priority"]
162|priority|0|["pass_priority"]|-|["Pass priority"]
164|priority|1|["pass_priority"]|-|["Pass priority"]
166|priority|0|["pass_priority"]|-|["Pass priority"]
168|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
170|priority|1|["activated_ability"]|-|["Imposing Sovereign — Cast Imposing Sovereign"]
172|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
174|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
176|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
178|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
180|priority|1|["pass_priority"]|-|["Pass priority"]
182|priority|0|["pass_priority"]|-|["Pass priority"]
184|priority|1|["pass_priority"]|-|["Pass priority"]
186|priority|0|["pass_priority"]|-|["Pass priority"]
188|priority|1|["pass_priority"]|-|["Pass priority"]
190|priority|0|["pass_priority"]|-|["Pass priority"]
192|declare_attacker|1|["declare_attacker"]|-|["Isamaru, Hound of Konda attacks Full Game Seat 1"]
194|priority|1|["pass_priority"]|-|["Pass priority"]
196|priority|0|["pass_priority"]|-|["Pass priority"]
198|declare_blocker|0|["declare_blocker"]|-|["Isamaru, Hound of Konda blocks Isamaru, Hound of Konda"]
200|declare_blocker|0|["declare_blocker"]|-|["Spirit Token blocks Isamaru, Hound of Konda"]
202|priority|1|["pass_priority"]|-|["Pass priority"]
204|priority|0|["pass_priority"]|-|["Pass priority"]
206|multi_amount|1|[]|0|[]
208|multi_amount|1|[]|2|[]
210|choose_use|1|["boolean"]|-|["Leave in current zone (GRAVEYARD)"]
212|priority|1|["pass_priority"]|-|["Pass priority"]
214|priority|0|["pass_priority"]|-|["Pass priority"]
216|priority|1|["pass_priority"]|-|["Pass priority"]
218|priority|0|["pass_priority"]|-|["Pass priority"]
220|priority|1|["pass_priority"]|-|["Pass priority"]
222|priority|0|["pass_priority"]|-|["Pass priority"]
224|priority|1|["pass_priority"]|-|["Pass priority"]
226|priority|0|["pass_priority"]|-|["Pass priority"]
228|priority|0|["pass_priority"]|-|["Pass priority"]
230|priority|1|["pass_priority"]|-|["Pass priority"]
232|priority|0|["pass_priority"]|-|["Pass priority"]
234|priority|1|["pass_priority"]|-|["Pass priority"]
236|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
238|priority|0|["pass_priority"]|-|["Pass priority"]
240|priority|1|["pass_priority"]|-|["Pass priority"]
242|priority|0|["pass_priority"]|-|["Pass priority"]
244|priority|1|["pass_priority"]|-|["Pass priority"]
246|declare_attacker|0|["declare_attacker"]|-|["Isamaru, Hound of Konda attacks Full Game Seat 2"]
248|priority|0|["pass_priority"]|-|["Pass priority"]
250|priority|1|["pass_priority"]|-|["Pass priority"]
252|declare_blocker|1|["declare_blocker"]|-|["Imposing Sovereign blocks Isamaru, Hound of Konda"]
254|priority|0|["pass_priority"]|-|["Pass priority"]
256|priority|1|["pass_priority"]|-|["Pass priority"]
258|choose_use|0|["boolean"]|-|["Leave in current zone (GRAVEYARD)"]
